Possession Status,Price,Covered Area,Carpet Area,City,Type of Property,bedroom,Bathroom,Parking,Location,Society,Ownership Type,isPrimeLocationProperty,Maintenance Charges
Ready to Move,15000000.0,1020.0,620.0,Mumbai,Apartment,2,2.0,2 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,10.0
Ready to Move,16000000.0,1010.0,729.0,Mumbai,Apartment,2,2.0,1 Covered,"Lokhandwala Twp, Mumbai",Y,Co-operative Society,Y,5500.0
Under Construction,20000000.0,1040.0,750.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,10.0
Ready to Move,8200000.0,575.0,375.0,Mumbai,Apartment,1,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,3000.0
Ready to Move,33500000.0,1650.0,1052.0,Mumbai,Apartment,3,2.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,1.0
Ready to Move,34000000.0,1500.0,1070.0,Mumbai,Apartment,3,3.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,8500.0
Ready to Move,22500000.0,1635.0,1015.0,Mumbai,Apartment,3,3.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,8000.0
Ready to Move,28500000.0,1400.0,1080.0,Mumbai,Apartment,3,3.0,,"Kandivali East, Mumbai",Y,Freehold,Y,
Ready to Move,33500000.0,1650.0,1052.0,Mumbai,Apartment,3,2.0,2 Covered,"Kandivali East, Mumbai",Y,Co-operative Society,Y,9000.0
Ready to Move,54000000.0,2415.0,1500.0,Mumbai,Apartment,4,4.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,15000.0
Ready to Move,11000000.0,650.0,602.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",N,Freehold,Y,
Ready to Move,16500000.0,1085.0,672.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,
Ready to Move,199999999.0,6200.0,3400.0,Mumbai,Penthouse,4,5.0,,"Kandivali East, Mumbai",N,Freehold,Y,
Under Construction,19900000.0,1093.0,781.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",N,Freehold,Y,6000.0
Ready to Move,19500000.0,875.0,640.0,Mumbai,Apartment,2,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,4700.0
Under Construction,25500000.0,1350.0,764.0,Mumbai,Apartment,2,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,0.0
Ready to Move,22500000.0,1430.0,921.0,Mumbai,Apartment,3,3.0,1 Covered,"Lokhandwala Twp, Mumbai",Y,Freehold,Y,
Ready to Move,23500000.0,1050.0,768.0,Mumbai,Apartment,2,2.0,,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,11000.0
Ready to Move,36000000.0,1350.0,1000.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,9000.0
Ready to Move,15500000.0,1050.0,738.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",N,Freehold,Y,0.0
Ready to Move,19000000.0,1250.0,856.0,Mumbai,Apartment,3,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,3500.0
Ready to Move,50000000.0,2542.0,1629.0,Mumbai,Apartment,3,3.0,1 Open,"Asha Nagar, Mumbai",Y,Freehold,Y,11000.0
Ready to Move,34000000.0,1550.0,1052.0,Mumbai,Apartment,3,2.0,2 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,7500.0
Ready to Move,19000000.0,1561.0,950.0,Mumbai,Apartment,3,3.0,"1 Covered, 1 Open","Alika Nagar, Mumbai",Y,Freehold,Y,1.0
Ready to Move,8500000.0,550.0,450.0,Mumbai,Apartment,1,1.0,"1 Covered, 1 Open","Kandivali East, Mumbai",N,Co-operative Society,Y,0.0
Ready to Move,11100000.0,575.0,420.0,Mumbai,Apartment,1,2.0,,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,2700.0
Under Construction,21200000.0,1200.0,781.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,12000.0
Under Construction,23500000.0,721.0,721.0,Mumbai,Apartment,2,2.0,1 Covered,"Samata Nagar, Mumbai",Y,Leasehold,Y,10.0
Under Construction,30000000.0,1076.0,1076.0,Mumbai,Apartment,3,3.0,2 Covered,"Samata Nagar, Mumbai",Y,Freehold,Y,12.0
Ready to Move,10500000.0,600.0,460.0,Mumbai,Apartment,1,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,2800.0
Ready to Move,17200000.0,1150.0,720.0,Mumbai,Apartment,2,3.0,1 Covered,"Thakur Complex, Mumbai",Y,Co-operative Society,Y,1.0
Under Construction,12800000.0,640.0,428.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,7000.0
Ready to Move,21500000.0,1100.0,750.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,7000.0
Under Construction,17700000.0,1250.0,719.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,8000.0
Ready to Move,15500000.0,945.0,620.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,
Ready to Move,10700000.0,645.0,424.0,Mumbai,Apartment,1,2.0,,"Akurli Nagar, Mumbai",Y,Freehold,Y,
Under Construction,51000000.0,1700.0,1322.0,Mumbai,Apartment,4,4.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,10000.0
Under Construction,20000000.0,1050.0,763.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,8500.0
Ready to Move,6450000.0,400.0,300.0,Mumbai,Apartment,1,1.0,,"Alika Nagar, Mumbai",Y,Co-operative Society,Y,2000.0
Under Construction,12600000.0,701.0,520.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",Y,Freehold,Y,5200.0
Under Construction,7200000.0,370.0,397.0,Mumbai,Apartment,1,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,8.0
Under Construction,20625000.0,,750.0,Mumbai,Apartment,2,3.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,12.0
Under Construction,14700000.0,801.0,676.0,Mumbai,Apartment,2,2.0,1 Open,"Akurli Nagar, Mumbai",Y,Freehold,Y,1500.0
Under Construction,26600000.0,1697.0,1076.0,Mumbai,Apartment,3,3.0,"2 Covered, 2 Open","Samata Nagar, Mumbai",Y,Freehold,Y,10000.0
Under Construction,6800000.0,450.0,378.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,4500.0
Under Construction,13000000.0,572.0,572.0,Mumbai,Apartment,2,2.0,1 Covered,"Asha Nagar, Mumbai",Y,Freehold,Y,7.0
Ready to Move,9800000.0,650.0,450.0,Mumbai,Apartment,1,2.0,,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,3500.0
Under Construction,5500000.0,500.0,300.0,Mumbai,Apartment,1,1.0,,"Kandivali East, Mumbai",Y,Freehold,Y,2500.0
Under Construction,35000000.0,1185.0,1001.0,Mumbai,Apartment,3,3.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,10000.0
Ready to Move,27500000.0,,870.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,6000.0
Ready to Move,20700000.0,1009.0,631.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,6500.0
Under Construction,18700000.0,990.0,775.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",Y,Freehold,Y,5.0
Ready to Move,22500000.0,,668.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,,Y,
Ready to Move,14900000.0,950.0,800.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",Y,Co-operative Society,Y,0.0
Ready to Move,17000000.0,965.0,710.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,3940.0
Ready to Move,13500000.0,990.0,750.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",N,Co-operative Society,Y,0.0
Ready to Move,8850000.0,580.0,433.0,Mumbai,Apartment,1,2.0,1 Open,"Kandivali East, Mumbai",Y,Freehold,Y,1800.0
Ready to Move,14500000.0,,52.0,Mumbai,Apartment,2,2.0,1 Open,"Kandivali East, Mumbai",Y,Freehold,Y,4900.0
Ready to Move,14500000.0,675.0,650.0,Mumbai,Apartment,2,2.0,,"Thakur Complex, Mumbai",N,Freehold,Y,
Ready to Move,9500000.0,535.0,,Mumbai,Apartment,1,1.0,,"Thakur Village, Kandivali East, Mumbai",N,Co-operative Society,Y,
Ready to Move,10000000.0,565.0,423.0,Mumbai,Apartment,1,1.0,,"Thakur Complex, Mumbai",N,Co-operative Society,Y,
Ready to Move,9000000.0,515.0,380.0,Mumbai,Apartment,1,1.0,,"Kandivali East, Mumbai",Y,Freehold,Y,2500.0
Under Construction,18500000.0,1090.0,624.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,4000.0
Under Construction,19900000.0,880.0,761.0,Mumbai,Apartment,2,2.0,2 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,5000.0
Ready to Move,18000000.0,940.0,643.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,
Ready to Move,9950000.0,595.0,450.0,Mumbai,Apartment,1,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,2700.0
Under Construction,34000000.0,1900.0,1132.0,Mumbai,Apartment,3,3.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,6000.0
Ready to Move,22000000.0,1030.0,630.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,10.0
Under Construction,19000000.0,1149.0,766.0,Mumbai,Apartment,2,2.0,1 Covered,"Singh Aghri Estate, Mumbai",Y,Freehold,Y,0.0
Ready to Move,16000000.0,700.0,600.0,Mumbai,Apartment,2,1.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,
Under Construction,17500000.0,824.0,700.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,10000.0
Ready to Move,13000000.0,790.0,600.0,Mumbai,Apartment,2,2.0,1 Open,"Damodarwadi, Mumbai",Y,Freehold,Y,3000.0
Ready to Move,25000000.0,1050.0,775.0,Mumbai,Apartment,2,2.0,1 Covered,"Samata Nagar, Mumbai",Y,Freehold,Y,7000.0
Under Construction,16500000.0,835.0,600.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,15.0
Ready to Move,17000000.0,994.0,710.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Complex, Mumbai",Y,Freehold,Y,3000.0
Ready to Move,12500000.0,902.0,602.0,Mumbai,Apartment,2,2.0,,"Samata Nagar, Mumbai",Y,Leasehold,Y,
Under Construction,7700000.0,650.0,365.0,Mumbai,Apartment,1,2.0,1 Open,"Kandivali East, Mumbai",Y,Freehold,Y,6.0
Under Construction,15500000.0,800.0,600.0,Mumbai,Apartment,2,2.0,,"Lokhandwala Twp, Mumbai",Y,Freehold,Y,3100.0
Ready to Move,15800000.0,1120.0,657.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,9.0
Under Construction,8500000.0,650.0,365.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,2000.0
Under Construction,11000000.0,850.0,570.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,4000.0
Under Construction,12100000.0,,448.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,12.0
Under Construction,9700000.0,474.0,365.0,Mumbai,Apartment,1,2.0,,"Kandivali East, Mumbai",N,Freehold,Y,3000.0
Ready to Move,15200000.0,860.0,630.0,Mumbai,Apartment,2,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,3500.0
Under Construction,17400000.0,,719.0,Mumbai,Apartment,2,2.0,1 Covered,"Lokhandwala Twp, Mumbai",Y,Freehold,Y,
Under Construction,13000000.0,,594.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,11.0
Under Construction,30600000.0,1650.0,1002.0,Mumbai,Apartment,3,3.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,3500.0
Under Construction,18000000.0,1100.0,761.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,12.0
Ready to Move,26000000.0,1250.0,900.0,Mumbai,Apartment,3,3.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,5500.0
Under Construction,14500000.0,1000.0,633.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,4000.0
Ready to Move,33000000.0,1385.0,1080.0,Mumbai,Apartment,3,3.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,10000.0
Ready to Move,25500000.0,1250.0,800.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,19800.0
Ready to Move,18800000.0,1120.0,775.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Alika Nagar, Mumbai",Y,Freehold,Y,7000.0
Under Construction,10800000.0,525.0,425.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",N,Freehold,Y,0.0
Ready to Move,14500000.0,799.0,621.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",Y,Freehold,Y,2100.0
Ready to Move,12000000.0,750.0,478.0,Mumbai,Apartment,1,2.0,,"Lokhandwala Twp, Mumbai",Y,Freehold,Y,15.0
Ready to Move,14100000.0,1012.0,658.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,6000.0
Ready to Move,24400000.0,1250.0,850.0,Mumbai,Apartment,3,3.0,,"Thakur Complex, Mumbai",Y,Co-operative Society,Y,
Ready to Move,19800000.0,870.0,650.0,Mumbai,Apartment,2,2.0,12 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,
Under Construction,29801000.0,1561.0,1076.0,Mumbai,Apartment,3,2.0,100 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,10000.0
Under Construction,7800000.0,554.0,382.0,Mumbai,Apartment,1,1.0,100 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,3000.0
Ready to Move,13600000.0,954.0,620.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,5500.0
Under Construction,8588000.0,590.0,365.0,Mumbai,Apartment,1,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,3900.0
Ready to Move,17900000.0,880.0,673.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,
Ready to Move,12500000.0,825.0,600.0,Mumbai,Apartment,2,2.0,,"Asha Nagar, Mumbai",Y,Co-operative Society,Y,3000.0
Under Construction,19900000.0,1290.0,860.0,Mumbai,Apartment,3,3.0,1 Covered,"Lokhandwala Twp, Mumbai",Y,Freehold,Y,10320.0
Under Construction,17000000.0,680.0,680.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,10.0
Ready to Move,45400000.0,1800.0,1420.0,Mumbai,Apartment,5,4.0,2 Covered,"Thakur Complex, Mumbai",Y,Freehold,Y,10000.0
Ready to Move,15000000.0,1150.0,734.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,1.0
Ready to Move,22000000.0,1225.0,808.0,Mumbai,Apartment,3,2.0,43 Open,"Kandivali East, Mumbai",Y,Co-operative Society,Y,5000.0
Ready to Move,34000000.0,1650.0,1052.0,Mumbai,Apartment,3,2.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,7000.0
Ready to Move,32500000.0,1830.0,1090.0,Mumbai,Apartment,3,3.0,2 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,12000.0
Under Construction,25900000.0,1490.0,1076.0,Mumbai,Apartment,3,3.0,2 Covered,"Samata Nagar, Mumbai",Y,Freehold,Y,9500.0
Ready to Move,11000000.0,585.0,480.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",Y,Co-operative Society,Y,2500.0
Ready to Move,38000000.0,1200.0,1000.0,Mumbai,Apartment,3,3.0,2 Covered,"Kandivali East, Mumbai",Y,Co-operative Society,Y,
Ready to Move,16800000.0,1100.0,670.0,Mumbai,Apartment,2,2.0,45 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,9.0
Ready to Move,11000000.0,657.0,465.0,Mumbai,Apartment,1,2.0,1 Covered,"Thakur Complex, Mumbai",Y,Freehold,Y,1700.0
Ready to Move,10000000.0,650.0,450.0,Mumbai,Apartment,1,2.0,,"Thakur Complex, Mumbai",Y,Freehold,Y,1700.0
Under Construction,11300000.0,424.0,424.0,Mumbai,Apartment,1,1.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,7.0
Ready to Move,32500000.0,1385.0,1060.0,Mumbai,Apartment,3,3.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,6500.0
Ready to Move,34500000.0,1450.0,1091.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,10000.0
Under Construction,11000000.0,700.0,553.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,6000.0
Ready to Move,15100000.0,960.0,620.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,6000.0
Ready to Move,21500000.0,1100.0,631.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,
Ready to Move,26500000.0,1400.0,1150.0,Mumbai,Apartment,3,3.0,1 Open,"Thakur Complex, Mumbai",Y,Freehold,Y,5000.0
Ready to Move,18400000.0,1090.0,750.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,
Ready to Move,18500000.0,900.0,600.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,3800.0
Ready to Move,25000000.0,2500.0,1250.0,Mumbai,Apartment,3,3.0,1 Covered,"Lokhandwala Twp, Mumbai",Y,Co-operative Society,Y,18000.0
Ready to Move,15900000.0,1100.0,670.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,6000.0
Ready to Move,18000000.0,1100.0,670.0,Mumbai,Apartment,2,2.0,1 Covered,"Akurli Nagar, Mumbai",Y,Freehold,Y,6700.0
Ready to Move,34500000.0,1475.0,1003.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,10.0
Ready to Move,31500000.0,1300.0,1000.0,Mumbai,Apartment,3,3.0,2 Covered,"Samata Nagar, Mumbai",Y,Freehold,Y,15000.0
Ready to Move,33500000.0,1830.0,1100.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,
Under Construction,19500000.0,719.0,719.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",N,Freehold,Y,7.0
Ready to Move,21000000.0,,650.0,Mumbai,Apartment,2,2.0,1 Open,"Ashok Nagar Western Mumbai, Mumbai",Y,Freehold,Y,3200.0
Ready to Move,18000000.0,1030.0,631.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,3000.0
Ready to Move,17500000.0,1250.0,850.0,Mumbai,Apartment,3,2.0,1 Covered,"Lokhandwala Twp, Mumbai",Y,Co-operative Society,Y,24700.0
Ready to Move,31800000.0,1650.0,1050.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Power Of Attorney,Y,1.0
Ready to Move,30000000.0,1810.0,1070.0,Mumbai,Apartment,3,3.0,34 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,10000.0
Ready to Move,8000000.0,725.0,450.0,Mumbai,Apartment,1,1.0,1 Covered,"Thakur Complex, Mumbai",Y,Freehold,Y,1700.0
Under Construction,11101000.0,991.0,520.0,Mumbai,Apartment,2,2.0,,"Kandivali East, Mumbai",Y,Freehold,Y,5500.0
Ready to Move,35000000.0,1495.0,1047.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,15000.0
Ready to Move,33000000.0,1495.0,1050.0,Mumbai,Apartment,3,3.0,2 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,0.0
Ready to Move,11000000.0,610.0,420.0,Mumbai,Apartment,1,2.0,1 Open,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,4000.0
Ready to Move,10000000.0,610.0,420.0,Mumbai,Apartment,1,2.0,,"Thakur Village, Kandivali East, Mumbai",Y,Co-operative Society,Y,3500.0
Ready to Move,23000000.0,1030.0,800.0,Mumbai,Apartment,3,3.0,,"Kandivali East, Mumbai",Y,Power Of Attorney,Y,
Under Construction,12000000.0,810.0,594.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",Y,Freehold,Y,5.0
Under Construction,18900000.0,1020.0,775.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Kandivali East, Mumbai",Y,Freehold,Y,5.0
Under Construction,25400000.0,1250.0,1076.0,Mumbai,Apartment,3,2.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,1.0
Under Construction,18600000.0,898.0,698.0,Mumbai,Apartment,2,2.0,1 Covered,"Ashok Nagar Western Mumbai, Mumbai",Y,Freehold,Y,1.0
Ready to Move,20000000.0,963.0,763.0,Mumbai,Apartment,2,2.0,1 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,1.0
Under Construction,8782000.0,705.0,385.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,0.0
Dec '24,29000000.0,,1072.0,Mumbai,Apartment,3,3.0,1 Covered,"Kandivali East, Mumbai",N,,Y,
Dec '24,24200000.0,,717.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",N,,Y,
Dec '26,8500000.0,432.0,360.0,Mumbai,Apartment,1,2.0,1 Covered,"Kandivali East, Mumbai",N,,Y,
Dec '26,12500000.0,624.0,520.0,Mumbai,Apartment,2,3.0,1 Covered,"Kandivali East, Mumbai",N,,Y,
Ready to Move,16500000.0,1025.0,645.0,Mumbai,Apartment,2,2.0,1 Covered,"Kandivali East, Mumbai",Y,Freehold,Y,3500.0
Ready to Move,33000000.0,1400.0,1091.0,Mumbai,Apartment,3,3.0,2 Covered,"Thakur Village, Kandivali East, Mumbai",Y,Freehold,Y,9000.0
Ready to Move,37500000.0,1255.0,1055.0,Mumbai,Apartment,3,3.0,2 Covered,"Amboli, Mumbai",Y,Co-operative Society,Y,0.0
Ready to Move,45000000.0,1295.0,950.0,Mumbai,Apartment,3,2.0,1 Covered,"Laxmi Industrial Estate, Mumbai",Y,Freehold,Y,12000.0
Ready to Move,23500000.0,900.0,700.0,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",Y,Co-operative Society,Y,8000.0
Ready to Move,39000000.0,1500.0,1040.0,Mumbai,Apartment,3,3.0,2 Open,"Lokhandwala Complex, Mumbai",Y,Freehold,Y,8.0
Ready to Move,31000000.0,1280.0,800.0,Mumbai,Apartment,2,2.0,1 Open,"Andheri West, Mumbai",Y,Freehold,Y,5000.0
Ready to Move,34500000.0,1500.0,864.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",Y,Freehold,Y,12.0
Ready to Move,66000000.0,2572.0,1625.0,Mumbai,Apartment,4,4.0,2 Covered,"Four Bungalows, Mumbai",Y,Co-operative Society,Y,
Ready to Move,29000000.0,960.0,800.0,Mumbai,Apartment,2,2.0,1 Covered,"Seven Bungalows, Mumbai",Y,Freehold,Y,2600.0
Ready to Move,50300000.0,1360.0,1197.0,Mumbai,Apartment,3,3.0,2 Covered,"Lokhandwala Complex, Mumbai",Y,Freehold,Y,5.0
Ready to Move,190000000.0,4800.0,4800.0,Mumbai,Apartment,5,5.0,1 Covered,"Andheri West, Mumbai",N,Freehold,Y,10000.0
Ready to Move,41500000.0,1800.0,1118.0,Mumbai,Apartment,3,3.0,2 Covered,"Lokhandwala Complex, Mumbai",Y,Freehold,Y,12.0
Ready to Move,21000000.0,1100.0,800.0,Mumbai,Apartment,2,2.0,1 Covered,"Veera Desai Road, Mumbai",Y,Co-operative Society,Y,0.0
Ready to Move,65500000.0,1897.0,1628.0,Mumbai,Apartment,3,4.0,1 Covered,"4 Bunglows, Mumbai",Y,Freehold,Y,15000.0
Under Construction,35500000.0,1800.0,1125.0,Mumbai,Apartment,3,3.0,2 Covered,"Seven Bungalows, Mumbai",Y,Co-operative Society,Y,10000.0
Ready to Move,140000000.0,3500.0,2400.0,Mumbai,Apartment,4,5.0,2 Covered,"Andheri West, Mumbai",Y,Freehold,Y,35000.0
Under Construction,24500000.0,890.0,665.0,Mumbai,Apartment,2,2.0,"1 Covered, 1 Open","Andheri West, Mumbai",Y,Freehold,Y,5.0
Ready to Move,100000000.0,3500.0,2300.0,Mumbai,Apartment,5,6.0,4 Covered,"Andheri West, Mumbai",Y,Freehold,Y,30000.0
Under Construction,37100000.0,1250.0,1173.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",Y,Freehold,Y,1.0
Under Construction,27300000.0,1023.0,823.0,Mumbai,Apartment,2,2.0,1 Covered,"Laxmi Industrial Estate, Mumbai",Y,Freehold,Y,1.0
Under Construction,50000000.0,1750.0,1100.0,Mumbai,Apartment,3,3.0,2 Covered,"Lallu Bhai Park, Mumbai",Y,Freehold,Y,10000.0
Dec '23,12300000.0,312.0,,Mumbai,Apartment,1,1.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Dec '23,27000000.0,675.0,,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Dec '25,36100000.0,,1185.0,Mumbai,Apartment,3,3.0,,"Andheri West, Mumbai",N,,Y,
Dec '25,23800000.0,,783.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
Under Construction,26500000.0,1101.0,801.0,Mumbai,Apartment,2,2.0,1 Covered,"Azad Nagar 2, Mumbai",Y,Freehold,Y,11.0
Dec '25,26620000.0,,645.0,Mumbai,Apartment,2,2.0,1 Covered,"Andheri West, Mumbai",N,,Y,
Dec '25,33504508.0,,765.0,Mumbai,Apartment,2,2.0,,"Andheri West, Mumbai",N,,Y,
